manager,market,manager_brand,unit_count,miles_from_city_center,number_stories,property_quality,building_age,total_pop,land_area,pop_density,unemployed_perc,hs_diploma_perc,bachelors_perc,masters_perc,star_rating,aided_recognition,unaided_recognition,rating,area_type_Rural,area_type_Suburban,area_type_Urban,style_Garden,style_Hi-Rise,style_Low-Rise,style_Mid-Rise,style_Townhome,building_class_A,building_class_B,building_class_C
Greystar,"Houston, TX",0.01910828025477707,321.03184713375794,14.593111962572687,5.318181818181818,0.7098876966504858,17.08974358974359,4619.885350318471,6858123.133757962,0.0020212166877093367,0.024680684824417026,0.08204654833033553,0.2321240384535968,0.10715956086437771,3.8343949044585988,0.4117647058823529,0.1967545638945233,4.0109677419354846,0.025477707006369428,0.3057324840764331,0.267515923566879,0.445859872611465,0.06369426751592357,0.07006369426751592,0.40764331210191085,0.012738853503184714,0.5414012738853503,0.3821656050955414,0.07643312101910828
Greystar,"Miami, FL",0.0,345.1333333333333,4.890856410504327,13.533333333333333,0.7956871155345987,8.133333333333333,4211.0,2804620.533333333,0.005941098059373847,0.02645204473597996,0.158500976609688,0.18259871195423485,0.06391779305141146,4.066666666666666,0.2514124293785311,0.0903954802259887,4.113333333333333,0.0,0.0,0.2,0.06666666666666667,0.4666666666666667,0.0,0.4666666666666667,0.0,0.6666666666666666,0.3333333333333333,0.0
Greystar,"Nashville, TN",0.13953488372093023,308.90697674418607,7.4816233353498145,5.27906976744186,0.7615952710337254,13.581395348837209,4140.441860465116,5764667.7441860465,0.0013980698932859466,0.024793345001013455,0.08923414764173374,0.22154740573463721,0.08348384343919533,3.7674418604651163,0.2894736842105263,0.0888157894736842,4.171428571428571,0.023255813953488372,0.4418604651162791,0.046511627906976744,0.4418604651162791,0.06976744186046512,0.06976744186046512,0.37209302325581395,0.046511627906976744,0.4883720930232558,0.46511627906976744,0.046511627906976744
Greystar,"Orlando, FL",0.06,309.58,8.936754904558434,3.2857142857142856,0.7183790181401873,15.18,6995.0,13207740.52,0.0013679262577222624,0.029288823485199737,0.12780550950826647,0.17781060208027494,0.06353060626630275,3.74,0.2958115183246073,0.12041884816753919,4.1375,0.06,0.52,0.06,0.46,0.0,0.04,0.46,0.04,0.38,0.54,0.08
Greystar,"Phoenix, AZ",0.0546875,275.2421875,8.068465942984574,3.5703125,0.7237296874115182,21.5078125,4732.6328125,4747433.2421875,0.0022396396937559753,0.025914527558855833,0.1060685054572211,0.1688524515283505,0.06606977156685467,3.703125,0.4194630872483221,0.1577181208053691,3.8104,0.0,0.421875,0.1953125,0.6875,0.03125,0.0390625,0.2265625,0.015625,0.390625,0.5078125,0.1015625
Greystar,"Raleigh, NC",0.015873015873015872,276.22222222222223,6.377923375122109,4.619047619047619,0.7494904118272182,13.301587301587302,4957.460317460317,5477978.53968254,0.0012754952963120565,0.022864010379895328,0.06010917724266349,0.2707118517991851,0.12741207111380234,3.8412698412698414,0.3711340206185567,0.1443298969072164,4.166129032258064,0.0,0.38095238095238093,0.1111111111111111,0.4126984126984127,0.06349206349206349,0.047619047619047616,0.47619047619047616,0.0,0.4444444444444444,0.5238095238095238,0.031746031746031744
Greystar,"Tampa, FL",0.11428571428571428,301.74285714285713,9.051204480113046,5.742857142857143,0.7501863068530326,12.085714285714285,4474.228571428572,5094984.8,0.0015645114896594143,0.029176244919454232,0.14751652957406036,0.17090375459375293,0.06936628629115364,3.9714285714285715,0.2549019607843137,0.0931372549019607,4.185714285714286,0.02857142857142857,0.4,0.17142857142857143,0.5142857142857142,0.08571428571428572,0.02857142857142857,0.34285714285714286,0.02857142857142857,0.6,0.34285714285714286,0.05714285714285714
Greystar,"Tucson, AZ",0.0,300.6666666666667,1.9869789444038821,2.0,0.7156339669841669,35.0,4272.333333333333,3618008.3333333335,0.001430180099562,0.021037453959870334,0.10813525263347357,0.14313930102900715,0.06638662751856916,3.6666666666666665,0.2307692307692307,0.06153846153846151,3.533333333333333,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Greystar,"Washington, DC",0.0847457627118644,329.9491525423729,11.336685127440564,8.474576271186441,0.7399663198542032,17.23728813559322,4234.016949152542,2468912.033898305,0.004980578455610998,0.02207464066326908,0.08239940972325606,0.24520342752122296,0.16558575288889713,3.8983050847457625,0.3012048192771084,0.108433734939759,3.8322033898305086,0.03389830508474576,0.3220338983050847,0.2711864406779661,0.15254237288135594,0.1016949152542373,0.0,0.711864406779661,0.03389830508474576,0.5932203389830508,0.3220338983050847,0.0847457627118644
MAA,"Atlanta, GA",1.0,382.9259259259259,6.012528180569995,5.148148148148148,0.7246905912584021,26.62962962962963,3843.1481481481483,2955113.074074074,0.002661916715084874,0.025320309148098845,0.06555734576118401,0.29546242452531474,0.14943876492685548,3.5555555555555554,0.2838427947598253,0.081513828238719,4.211111111111111,0.0,0.6296296296296297,0.1111111111111111,0.37037037037037035,0.037037037037037035,0.0,0.5555555555555556,0.037037037037037035,0.14814814814814814,0.8518518518518519,0.0
MAA,"Austin, TX",1.0,326.85,6.425989188150321,2.75,0.6567072962156171,24.25,4858.2,5155698.0,0.0012304423051611901,0.02160813938198049,0.08625841760386142,0.24562371910013087,0.11967147537440108,3.3,0.24242424242424238,0.0479797979797979,4.1049999999999995,0.0,0.45,0.2,0.95,0.0,0.0,0.05,0.0,0.2,0.75,0.05
MAA,"Charlotte, NC",1.0,311.36842105263156,6.5460230197554035,3.736842105263158,0.7366897232869826,20.842105263157894,3419.9473684210525,3173593.210526316,0.0021656624452542,0.019970451344688684,0.0686643654301753,0.2716688209668366,0.1128501501924342,3.3684210526315788,0.3082901554404145,0.0880829015544041,4.110526315789474,0.0,0.5789473684210527,0.21052631578947367,0.6842105263157895,0.0,0.0,0.3157894736842105,0.0,0.21052631578947367,0.7894736842105263,0.0
MAA,"Dallas-Fort Worth, TX",1.0,403.61764705882354,14.062607400095203,3.5,0.6828555834764679,24.294117647058822,3669.9117647058824,2471729.705882353,0.0031721750444808823,0.021133713547125618,0.08030000074810419,0.2837786563804856,0.11501594518843708,3.5588235294117645,0.1776,0.0384,3.9617647058823526,0.0,0.5588235294117647,0.2647058823529412,0.5294117647058824,0.0,0.0,0.47058823529411764,0.0,0.3235294117647059,0.5882352941176471,0.08823529411764706
MAA,"Denver, CO",1.0,374.5,6.258313000372123,4.5,0.8048237387252263,5.5,3977.75,3372884.25,0.001722068992083375,0.034655599381847875,0.048244039135386226,0.2725492048277882,0.11752071176724518,4.25,0.0694444444444444,0.0158730158730158,4.225,0.0,0.0,0.0,0.25,0.0,0.0,0.75,0.0,1.0,0.0,0.0
MAA,"Houston, TX",1.0,323.4375,13.134169874027986,3.3125,0.6699954365141128,22.3125,4081.0,3331405.3125,0.0020279045621480188,0.02651740430388533,0.10375241306206327,0.21200649517129333,0.0923733701627063,3.375,0.1582150101419878,0.0304259634888438,4.2,0.0,0.5,0.25,0.6875,0.0,0.0625,0.25,0.0,0.375,0.375,0.25
MAA,"Nashville, TN",1.0,364.5833333333333,12.1254295397159,3.1666666666666665,0.6708450067432571,21.833333333333332,4735.916666666667,11173900.333333334,0.0009271201491603667,0.0311499626694368,0.10741092091118813,0.2301605063409773,0.08462453623437921,3.3333333333333335,0.2565789473684211,0.0592105263157894,4.241666666666666,0.0,0.8333333333333334,0.08333333333333333,0.8333333333333334,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.75,0.08333333333333333
MAA,"Orlando, FL",1.0,409.0,8.898891830696469,3.8666666666666667,0.7289866823820125,17.533333333333335,7205.866666666667,8506049.533333333,0.0013312510617715467,0.019335636577619126,0.0785870558250135,0.25071970091738927,0.10451116762119544,3.6,0.1465968586387434,0.0287958115183246,4.493333333333334,0.13333333333333333,0.5333333333333333,0.2,0.7333333333333333,0.0,0.0,0.26666666666666666,0.0,0.4,0.5333333333333333,0.06666666666666667
MAA,"Phoenix, AZ",1.0,328.9,6.13870646920635,3.6,0.7259172141883317,16.4,4705.0,7740341.8,0.0022329688321743096,0.01679403995509888,0.0738143733747085,0.21835633472657437,0.08635776788993531,3.6,0.0822147651006711,0.015100671140939497,4.220000000000001,0.0,0.6,0.3,0.6,0.0,0.0,0.4,0.0,0.5,0.5,0.0
MAA,"Raleigh, NC",1.0,375.8333333333333,7.665998945795875,3.5,0.7130070234106843,20.0,4583.75,6003848.416666667,0.0010100565120349082,0.015011382508997516,0.06277714328041839,0.31186549600222935,0.10784395148254487,3.4166666666666665,0.24742268041237106,0.0893470790378006,4.133333333333334,0.0,0.8333333333333334,0.08333333333333333,0.5833333333333334,0.0,0.0,0.3333333333333333,0.08333333333333333,0.3333333333333333,0.6666666666666666,0.0
MAA,"Tampa, FL",0.9285714285714286,366.2857142857143,9.748559571333812,2.5714285714285716,0.691053668416693,25.428571428571427,4450.714285714285,3637388.214285714,0.0017957163574183928,0.016143686823806756,0.10601165003592979,0.2446567222526798,0.10374999757942822,3.0714285714285716,0.1348039215686274,0.034313725490196,4.307142857142857,0.0,0.7857142857142857,0.14285714285714285,0.7857142857142857,0.0,0.07142857142857142,0.14285714285714285,0.0,0.14285714285714285,0.7142857142857143,0.14285714285714285
MAA,"Washington, DC",1.0,362.7142857142857,31.36518749847561,4.857142857142857,0.7183540903086753,22.857142857142858,4437.857142857143,10525585.42857143,0.0057680147645845945,0.03749575889574876,0.10043283740960818,0.19587518627911987,0.14226694861975292,3.5714285714285716,0.0803212851405622,0.0200803212851405,4.014285714285714,0.0,0.7142857142857143,0.14285714285714285,0.7142857142857143,0.0,0.0,0.2857142857142857,0.0,0.42857142857142855,0.2857142857142857,0.2857142857142857
