manager,market,manager_brand,unit_count,miles_from_city_center,number_stories,property_quality,building_age,total_pop,land_area,pop_density,unemployed_perc,hs_diploma_perc,bachelors_perc,masters_perc,star_rating,aided_recognition,unaided_recognition,rating,area_type_Rural,area_type_Suburban,area_type_Urban,style_Garden,style_Hi-Rise,style_Low-Rise,style_Mid-Rise,style_Townhome,building_class_A,building_class_B,building_class_C
AvalonBay,"Raleigh, NC",1.0,262.0,11.444489201053797,4.0,0.7887419570258959,7.0,1318.0,15113435.0,8.720717692569558e-05,0.0136570561456752,0.0386949924127465,0.2094081942336874,0.0971168437025796,4.0,0.0,,4.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
AvalonBay,"Washington, DC",0.95,352.5,7.075442433899978,8.3,0.6644814361317668,28.45,3472.3,1203360.65,0.006578540450094356,0.023534639888226443,0.05065942292052848,0.2841963480662901,0.20547457222630228,3.65,0.4096385542168674,,4.295,0.0,0.4,0.5,0.2,0.1,0.0,0.7,0.0,0.35,0.6,0.05
Bell,"Atlanta, GA",0.5333333333333333,314.46666666666664,5.542419650434398,4.8,0.7550196741829427,12.6,3759.4,3023142.933333333,0.0016907510019727933,0.022380109742855814,0.05796341350824561,0.2925315936562945,0.13922146846158373,4.0,0.0756914119359534,,4.2733333333333325,0.0,0.0,0.13333333333333333,0.26666666666666666,0.0,0.0,0.7333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0
Bell,"Austin, TX",0.4444444444444444,484.55555555555554,6.259341726943507,3.111111111111111,0.732003646808506,11.555555555555555,5204.777777777777,4416958.222222222,0.0014693340357762555,0.02312412640988633,0.0784334071252501,0.2802627665176183,0.12199148460063285,3.888888888888889,0.1565656565656565,,4.300000000000001,0.0,0.7777777777777778,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.4444444444444444,0.5555555555555556,0.0
Bell,"Charlotte, NC",0.21052631578947367,287.63157894736844,11.080207468196656,4.368421052631579,0.7395042153967504,13.68421052631579,3611.4736842105262,6824132.263157895,0.001421589125720779,0.03589385017017948,0.09070043451382356,0.23883946767935313,0.09275373023569466,4.0,0.10621761658031079,,4.322222222222222,0.0,0.6842105263157895,0.10526315789473684,0.631578947368421,0.05263157894736842,0.10526315789473684,0.21052631578947367,0.0,0.47368421052631576,0.47368421052631576,0.05263157894736842
Bell,"Dallas-Fort Worth, TX",0.21428571428571427,348.0238095238095,16.179462540456573,3.731707317073171,0.7480666039318725,12.285714285714286,4357.690476190476,6079839.285714285,0.001521610846017581,0.028523121205692902,0.07478169983445701,0.2418520358125488,0.1027554016354926,3.761904761904762,0.1008,,4.033333333333333,0.023809523809523808,0.6666666666666666,0.047619047619047616,0.5714285714285714,0.0,0.0,0.42857142857142855,0.0,0.5,0.47619047619047616,0.023809523809523808
Bell,"Denver, CO",0.35714285714285715,301.07142857142856,10.505619760170593,4.642857142857143,0.7592134626783491,15.857142857142858,5604.357142857143,4538382.785714285,0.0020398822392121217,0.020765434724489402,0.09553743857822265,0.21265184775880866,0.08832599303475422,3.7857142857142856,0.0833333333333333,,4.0,0.0,0.6428571428571429,0.0,0.5714285714285714,0.0,0.0,0.42857142857142855,0.0,0.21428571428571427,0.7857142857142857,0.0
Bell,"Orlando, FL",0.1111111111111111,315.22222222222223,11.45104309902638,3.888888888888889,0.7260997395379517,13.88888888888889,5118.111111111111,13048906.777777778,0.0009837260697249,0.030441441064888712,0.15303965730378566,0.18499782580122615,0.059229273218344446,3.888888888888889,0.0811518324607329,,4.4,0.0,0.7777777777777778,0.1111111111111111,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.7777777777777778,0.1111111111111111,0.1111111111111111
Bell,"Raleigh, NC",0.11538461538461539,301.34615384615387,7.024042899523193,3.6153846153846154,0.741491167749223,11.807692307692308,5272.961538461538,13410200.346153846,0.0007280537297963153,0.0195753451408665,0.09648126493823171,0.22470037664888315,0.09242847586482544,4.0,0.127147766323024,,4.603846153846154,0.0,0.5,0.15384615384615385,0.6153846153846154,0.0,0.0,0.34615384615384615,0.038461538461538464,0.5384615384615384,0.4230769230769231,0.038461538461538464
Bell,"Tampa, FL",0.6,430.8,10.651963565179662,3.6,0.7379819583377276,15.4,3736.4,2385494.4,0.00200217879464106,0.02941004446921358,0.15692500161464626,0.2481664290651798,0.10827294233411999,3.8,0.0612745098039215,,4.26,0.0,0.4,0.2,0.6,0.0,0.0,0.4,0.0,0.4,0.6,0.0
Bell,"Washington, DC",0.0,363.14285714285717,16.21290477532736,6.571428571428571,0.7591233578507565,30.285714285714285,3191.4285714285716,3623506.5714285714,0.0027362495225840716,0.018885843761581086,0.07146187667864844,0.2285971000426285,0.1321856109058028,3.5714285714285716,0.0803212851405622,,4.383333333333334,0.0,0.42857142857142855,0.2857142857142857,0.2857142857142857,0.0,0.0,0.7142857142857143,0.0,0.2857142857142857,0.42857142857142855,0.2857142857142857
Camden,"Atlanta, GA",1.0,305.0,6.546397656140262,4.714285714285714,0.76807895449364,20.714285714285715,3424.0714285714284,2500696.0,0.0032912868473603074,0.020443804160589295,0.05833660516888807,0.29071457782530535,0.1475667206428825,3.4285714285714284,0.3391557496360989,0.0509461426491994,4.335714285714286,0.0,0.35714285714285715,0.35714285714285715,0.42857142857142855,0.0,0.0,0.5714285714285714,0.0,0.2857142857142857,0.6428571428571429,0.07142857142857142
Camden,"Austin, TX",1.0,367.09090909090907,6.282762581251621,3.3636363636363638,0.73736411285304,16.90909090909091,4763.909090909091,4655824.2727272725,0.0014990193692560273,0.022409960487696525,0.06872683272191017,0.276902550110005,0.11399717603174189,3.5454545454545454,0.3686868686868687,0.0732323232323232,4.245454545454546,0.0,0.6363636363636364,0.18181818181818182,0.8181818181818182,0.0,0.0,0.18181818181818182,0.0,0.45454545454545453,0.5454545454545454,0.0
Camden,"Charlotte, NC",1.0,265.7692307692308,4.734224048062615,4.153846153846154,0.7650603285987063,27.0,2781.4615384615386,1920604.6153846155,0.0023239047213263154,0.012056222972587693,0.07402457182124458,0.3064304593986886,0.1297873515083242,3.5384615384615383,0.38860103626943,0.044041450777202,4.246153846153846,0.0,0.3076923076923077,0.38461538461538464,0.46153846153846156,0.0,0.0,0.5384615384615384,0.0,0.23076923076923078,0.7692307692307693,0.0
Camden,"Dallas-Fort Worth, TX",1.0,415.06666666666666,10.23046368570248,3.076923076923077,0.735292794910876,22.866666666666667,4541.2,4503019.933333334,0.0028580185650101202,0.021189335843982925,0.06654418702108278,0.31382113750191976,0.12569823522226947,3.466666666666667,0.3584,0.056,4.085714285714286,0.0,0.5333333333333333,0.26666666666666666,0.7333333333333333,0.0,0.06666666666666667,0.2,0.0,0.2,0.8,0.0
Camden,"Denver, CO",1.0,318.3333333333333,10.147872944307492,3.75,0.7587365037063706,19.88888888888889,3644.5555555555557,3132734.222222222,0.0015813369876636332,0.02191294519520011,0.0566056215998623,0.3039446964116441,0.11571884495897693,3.4444444444444446,0.2301587301587301,0.029761904761904698,4.144444444444444,0.0,0.6666666666666666,0.1111111111111111,0.5555555555555556,0.0,0.0,0.4444444444444444,0.0,0.4444444444444444,0.5555555555555556,0.0
Camden,"Houston, TX",1.0,391.4782608695652,10.180068788951674,4.55,0.7413249287658017,18.565217391304348,4981.826086956522,3471134.2608695654,0.0031924647384174564,0.02635012059976664,0.07158109406844104,0.2697346860260128,0.12416798108089329,3.5652173913043477,0.42190669371196743,0.09939148073022308,4.3130434782608695,0.0,0.30434782608695654,0.4782608695652174,0.6521739130434783,0.08695652173913043,0.0,0.2608695652173913,0.0,0.43478260869565216,0.5652173913043478,0.0
Camden,"Miami, FL",1.0,319.0,8.865779590582592,5.5,0.6984313996370459,25.75,3769.5,792351.25,0.008985794470258875,0.029955646441751027,0.06662528400036866,0.1969434363179125,0.1165548799149667,3.25,0.0,0.0296610169491525,4.3,0.0,0.0,0.5,0.75,0.0,0.0,0.25,0.0,0.0,1.0,0.0
Camden,"Nashville, TN",1.0,379.0,7.465713774053324,12.0,0.7699616759128574,8.0,4288.5,4532730.0,0.0014706404447803502,0.01553760099440645,0.04368518802892065,0.3480200190486198,0.14824819898811825,5.0,0.1052631578947368,0.0164473684210526,4.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,1.0,0.0,0.0
Camden,"Orlando, FL",1.0,359.45454545454544,6.142788410568287,5.0,0.72781324252009,15.818181818181818,4787.0,5499225.363636363,0.0018217339997239727,0.029215569731521174,0.09921882011520852,0.2767456672180051,0.1076642881750231,3.6363636363636362,0.45026178010471196,0.0994764397905759,4.2,0.09090909090909091,0.36363636363636365,0.0,0.6363636363636364,0.0,0.0,0.36363636363636365,0.0,0.5454545454545454,0.45454545454545453,0.0
Camden,"Phoenix, AZ",1.0,340.46153846153845,8.420091814469398,3.272727272727273,0.766219598451462,18.0,4195.615384615385,5787894.076923077,0.0011557707993908846,0.02809020619861024,0.07767915077908291,0.24276864203077259,0.11749326186487524,3.5384615384615383,0.3204697986577181,0.0503355704697986,4.269230769230769,0.0,0.5384615384615384,0.3076923076923077,0.6923076923076923,0.0,0.0,0.3076923076923077,0.0,0.5384615384615384,0.46153846153846156,0.0
Camden,"Raleigh, NC",1.0,375.5,6.344088873837394,3.1666666666666665,0.7763828047006118,21.0,4926.0,6244933.375,0.000986909731070675,0.02051639997152775,0.04407158027905444,0.2701121394987038,0.1323268043474796,3.25,0.2955326460481099,0.0652920962199312,4.1,0.0,0.625,0.25,0.75,0.0,0.0,0.25,0.0,0.125,0.875,0.0
Camden,"Tampa, FL",1.0,390.85714285714283,8.362682812925302,3.0,0.7459964445616372,18.428571428571427,6184.714285714285,4536343.285714285,0.0018822640178668287,0.028041479200561402,0.09568856390190414,0.21492857562104076,0.09799689921600829,3.7142857142857144,0.3553921568627451,0.0514705882352941,4.342857142857143,0.0,0.7142857142857143,0.0,0.8571428571428571,0.14285714285714285,0.0,0.0,0.0,0.5714285714285714,0.42857142857142855,0.0
Camden,"Washington, DC",1.0,390.5,13.350992901608977,7.25,0.7821475995629811,29.785714285714285,4225.5,2916936.714285714,0.0038887942926030218,0.020978063977502775,0.06042685639017959,0.28309797499008765,0.17122342995046452,3.7857142857142856,0.2670682730923694,0.0281124497991967,4.307142857142857,0.0,0.5,0.21428571428571427,0.07142857142857142,0.0,0.0,0.9285714285714286,0.0,0.35714285714285715,0.6428571428571429,0.0
Cortland,"Atlanta, GA",0.8275862068965517,418.86206896551727,5.941123601268807,4.689655172413793,0.755181168202535,25.103448275862068,4000.793103448276,2980943.4137931033,0.001752773781701562,0.02416506996900367,0.0845517735326458,0.2616758548638138,0.1338758687269687,3.8275862068965516,0.3260553129548763,0.0611353711790393,4.2827586206896555,0.0,0.3793103448275862,0.2413793103448276,0.5862068965517241,0.034482758620689655,0.0,0.3793103448275862,0.0,0.41379310344827586,0.5862068965517241,0.0
Cortland,"Austin, TX",0.8333333333333334,361.5,6.2791912082532155,3.3333333333333335,0.7548905635835844,14.833333333333334,6055.333333333333,25000290.333333332,0.0010029174212856148,0.02661662532229735,0.07390894591604295,0.26827808995480357,0.08979561431569116,3.5,0.1111111111111111,0.022727272727272697,4.383333333333334,0.0,0.3333333333333333,0.16666666666666666,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.16666666666666666,0.8333333333333334,0.0
Cortland,"Charlotte, NC",1.0,297.5,6.355263136457213,3.0,0.7459641042911849,16.6,3649.6,4037912.1,0.0011853720874993499,0.01538532496234912,0.06525404134609045,0.24328928750126258,0.12036263446624748,3.9,0.2564766839378238,0.038860103626943,4.4,0.0,0.4,0.4,0.5,0.0,0.1,0.3,0.1,0.3,0.7,0.0
Cortland,"Columbus, OH",0.6153846153846154,235.69230769230768,11.906791748318804,2.4615384615384617,0.659227304730681,19.0,5418.923076923077,13019275.23076923,0.0009554635082311461,0.013949215308573062,0.11602790048629477,0.19791096322680832,0.07760861822638723,3.230769230769231,0.2011331444759206,0.0084985835694051,4.466666666666667,0.07692307692307693,0.6153846153846154,0.0,0.9230769230769231,0.0,0.07692307692307693,0.0,0.0,0.07692307692307693,0.7692307692307693,0.15384615384615385
Cortland,"Dallas-Fort Worth, TX",0.8648648648648649,399.4864864864865,16.42459396127235,4.54054054054054,0.7660915526350097,19.89189189189189,4088.972972972973,4099959.621621622,0.002259810184581178,0.01729745870213886,0.06782355339431287,0.265425347432853,0.1319420103760284,3.918918918918919,0.2768,0.056,4.345945945945946,0.0,0.4864864864864865,0.10810810810810811,0.6756756756756757,0.05405405405405406,0.0,0.2702702702702703,0.0,0.5405405405405406,0.43243243243243246,0.02702702702702703
Cortland,"Denver, CO",0.9166666666666666,315.9166666666667,7.619447332204321,4.083333333333333,0.7299160420942358,20.333333333333332,4086.4166666666665,2783329.8333333335,0.0025545835119238584,0.029620308577582435,0.08598559988801889,0.279250521453464,0.10982259918005292,3.75,0.2242063492063492,0.027777777777777696,4.25,0.0,0.4166666666666667,0.25,0.4166666666666667,0.0,0.0,0.5833333333333334,0.0,0.5,0.5,0.0
Cortland,"Houston, TX",0.9166666666666666,296.8333333333333,14.134773488073291,4.5,0.7531578488321274,13.833333333333334,5747.5,6328500.75,0.0011839765038693334,0.018535362050959975,0.0911095671783906,0.21164609265361292,0.08046902888949621,4.166666666666667,0.178498985801217,0.0202839756592292,4.636363636363637,0.0,0.75,0.08333333333333333,0.8333333333333334,0.08333333333333333,0.0,0.08333333333333333,0.0,0.75,0.25,0.0
Cortland,"Miami, FL",1.0,546.75,12.670403553212257,11.333333333333334,0.7600972963662984,22.75,4701.75,3174334.5,0.0038796063790818,0.016589791100384173,0.18362952960643975,0.12166698424287567,0.07078787784485015,4.0,0.1949152542372881,0.0268361581920903,4.6,0.0,0.25,0.0,0.75,0.25,0.0,0.0,0.0,0.5,0.5,0.0
Cortland,"Nashville, TN",0.3333333333333333,379.3333333333333,6.592674120521804,4.666666666666667,0.7460675461667737,12.666666666666666,4663.333333333333,20568203.333333332,0.000817050523659944,0.0389830997690041,0.0998840625900338,0.2392036035984204,0.0734413702763152,4.0,0.1151315789473684,0.0164473684210526,4.466666666666666,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.6666666666666666,0.3333333333333333,0.0
Cortland,"Orlando, FL",0.9285714285714286,387.2857142857143,10.385272139650866,3.7142857142857144,0.7449597500930693,15.571428571428571,6364.857142857143,11929268.07142857,0.0010254459369987072,0.021471486915291993,0.10559618533022488,0.20883605556158716,0.07234712124949352,3.857142857142857,0.21727748691099466,0.0261780104712041,4.485714285714286,0.07142857142857142,0.5714285714285714,0.14285714285714285,0.6428571428571429,0.0,0.0,0.35714285714285715,0.0,0.35714285714285715,0.6428571428571429,0.0
Cortland,"Phoenix, AZ",0.8461538461538461,314.0769230769231,9.208551249231062,3.0,0.7342088971624016,22.153846153846153,4824.2307692307695,2990446.846153846,0.0018402160229184614,0.021792634436796278,0.10939891251858866,0.1673803183133592,0.07774330547491523,3.923076923076923,0.1577181208053691,0.0184563758389261,4.530769230769231,0.0,0.46153846153846156,0.0,0.8461538461538461,0.0,0.0,0.15384615384615385,0.0,0.6923076923076923,0.23076923076923078,0.07692307692307693
Cortland,"Raleigh, NC",1.0,366.85714285714283,6.959606970181646,4.714285714285714,0.7850224817793513,17.571428571428573,6428.571428571428,6926697.142857143,0.0011550266527104714,0.017161908093176113,0.07113119452211095,0.230478093625586,0.12947618091326704,3.857142857142857,0.268041237113402,0.0584192439862542,4.271428571428571,0.0,0.2857142857142857,0.0,0.5714285714285714,0.0,0.0,0.42857142857142855,0.0,0.2857142857142857,0.7142857142857143,0.0
Cortland,"Tampa, FL",0.9090909090909091,446.8181818181818,7.8575002428955765,3.5454545454545454,0.7591383701776842,14.727272727272727,4837.181818181818,3137898.272727273,0.0018037550559664634,0.025297003902135053,0.13572697639420428,0.17175158477597083,0.07036629647028957,3.8181818181818183,0.1740196078431372,0.014705882352941098,4.5181818181818185,0.0,0.6363636363636364,0.09090909090909091,0.6363636363636364,0.0,0.0,0.36363636363636365,0.0,0.45454545454545453,0.45454545454545453,0.09090909090909091
Cortland,"Tucson, AZ",0.75,178.875,3.083644904968939,2.25,0.7405457767294931,27.125,4004.5,4922242.625,0.000990579479935375,0.028040866594835137,0.11963917424327937,0.1959282875551113,0.08697465640952227,3.125,0.2846153846153846,0.0384615384615384,4.514285714285714,0.0,0.625,0.0,0.875,0.0,0.0,0.0,0.125,0.125,0.375,0.5
Cortland,"Washington, DC",1.0,404.5,1.6013284134108376,22.0,0.8151185080560986,17.0,4034.5,415909.25,0.011966376711638676,0.05875213281226312,0.032993416652229726,0.27631063492464797,0.24982126630721402,4.0,0.1224899598393574,0.0120481927710843,4.05,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.0
GID,"Atlanta, GA",0.9090909090909091,312.45454545454544,4.895089489805866,5.181818181818182,0.7547963053762442,12.818181818181818,3782.4545454545455,2260288.272727273,0.0021854298945586364,0.0228841376547407,0.06885446876939588,0.25455690189555624,0.13961922516610425,3.909090909090909,0.3260553129548763,,4.26,0.0,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.0,0.0,0.8181818181818182,0.0,0.9090909090909091,0.09090909090909091,0.0
GID,"Austin, TX",1.0,302.22222222222223,2.9820628742288195,9.777777777777779,0.7483537927566757,13.11111111111111,4125.0,3193912.6666666665,0.0023805946841530556,0.019547660549369614,0.053015858774954086,0.30879257984829955,0.1679411289372975,4.111111111111111,0.3106060606060606,,4.266666666666667,0.0,0.5555555555555556,0.3333333333333333,0.3333333333333333,0.2222222222222222,0.0,0.4444444444444444,0.0,0.7777777777777778,0.2222222222222222,0.0
GID,"Charlotte, NC",1.0,426.0,7.586865998866235,3.0,0.6884216023133488,26.0,3810.0,1945283.0,0.0019585839181239,0.0249343832020997,0.0666666666666666,0.2110236220472441,0.084514435695538,4.0,0.2590673575129533,,4.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
GID,"Dallas-Fort Worth, TX",1.0,313.8125,9.977663978986865,6.4375,0.7628230125387735,13.3125,2908.3125,2594236.625,0.0023139465017026064,0.01893791713591182,0.07459591827733886,0.3678827886321527,0.11840827326528723,4.3125,0.3152,,4.25625,0.0,0.4375,0.25,0.375,0.125,0.0,0.5,0.0,0.875,0.125,0.0
GID,"Denver, CO",0.8181818181818182,336.0,5.753365525135247,5.181818181818182,0.7513708615986634,14.818181818181818,3155.181818181818,2486733.1818181816,0.0020988517662016,0.037732519611192256,0.07520042711498659,0.33655504673690756,0.12587407229435452,4.0,0.3214285714285714,,4.145454545454545,0.0,0.2727272727272727,0.5454545454545454,0.45454545454545453,0.09090909090909091,0.0,0.45454545454545453,0.0,0.9090909090909091,0.09090909090909091,0.0
GID,"Houston, TX",0.5,358.3333333333333,5.181561153227361,11.166666666666666,0.7326632578871162,16.833333333333332,2990.8333333333335,958811.3333333334,0.00312868505338655,0.02570330675866153,0.04579457497208347,0.34341181033980633,0.1856216226242924,4.5,0.2961460446247465,,4.233333333333333,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.0,0.5,0.0,0.8333333333333334,0.16666666666666666,0.0
GID,"Miami, FL",1.0,296.5,8.082545783840128,6.25,0.7928483347344888,7.5,2739.0,1802791.0,0.0026729872542074753,0.04719881679530325,0.12890405038558334,0.14052629829553887,0.08479656975148547,4.0,0.3008474576271186,,4.55,0.0,0.5,0.25,0.25,0.0,0.0,0.75,0.0,0.75,0.25,0.0
GID,"Tampa, FL",1.0,396.0,16.241777829847464,3.0,0.7917483697566536,2.0,4481.0,4402042.0,0.0010179366757518,0.0245480919437625,0.1419326043293907,0.1497433608569515,0.0571301048873019,4.0,0.0,,3.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
GID,"Washington, DC",0.8,317.0,13.26622621364965,7.2,0.7193512108606175,21.8,4348.8,2411615.2,0.0035297992337952402,0.01991218739987252,0.0523879952851665,0.24928277157959117,0.21443917683257716,4.2,0.2269076305220883,,4.42,0.0,0.4,0.0,0.2,0.2,0.0,0.6,0.0,0.4,0.6,0.0
Greystar,"Atlanta, GA",0.20202020202020202,287.8181818181818,8.864407803336698,5.212121212121212,0.7292551496516579,18.393939393939394,3734.010101010101,4349665.080808081,0.002024637845978548,0.028341221415049824,0.10030780417767743,0.2380067305722648,0.12238939726160497,3.757575757575758,0.36390101892285304,0.1382823871906841,4.091578947368421,0.010101010101010102,0.41414141414141414,0.08080808080808081,0.43434343434343436,0.0707070707070707,0.030303030303030304,0.43434343434343436,0.030303030303030304,0.3838383838383838,0.5959595959595959,0.020202020202020204
Greystar,"Austin, TX",0.010752688172043012,300.8709677419355,6.657757230473618,4.315217391304348,0.7563936940316416,11.311827956989248,4715.8387096774195,10090239.88172043,0.001442966735289772,0.021227452170517722,0.09387426871321876,0.23474254612632098,0.10655113404051149,3.935483870967742,0.3484848484848485,0.1338383838383838,4.086666666666667,0.010752688172043012,0.45161290322580644,0.27956989247311825,0.4731182795698925,0.03225806451612903,0.13978494623655913,0.3010752688172043,0.053763440860215055,0.44086021505376344,0.5161290322580645,0.043010752688172046
Greystar,"Charlotte, NC",0.04597701149425287,279.9655172413793,6.695278666317652,4.848837209302325,0.7681446481853008,8.827586206896552,3191.3793103448274,5221811.954022989,0.0011091278574764346,0.02546474786624406,0.093602239356587,0.23250054685144708,0.10578706295930686,4.022988505747127,0.3290155440414508,0.155440414507772,4.231034482758621,0.0,0.3333333333333333,0.1724137931034483,0.28735632183908044,0.022988505747126436,0.06896551724137931,0.5517241379310345,0.06896551724137931,0.5402298850574713,0.4482758620689655,0.011494252873563218
Greystar,"Columbus, OH",0.0,237.0,12.452980970927625,4.0,0.6682771249550744,13.0,5342.5,8458987.5,0.0006291448819298,0.01459172318922445,0.08093909843590325,0.2391276338459002,0.1444686937258067,3.5,0.1246458923512747,0.0453257790368272,3.95,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.0
Greystar,"Dallas-Fort Worth, TX",0.033707865168539325,313.2696629213483,18.704624120276126,4.597701149425287,0.75805044903813,13.202247191011235,4289.528089887641,7419147.741573034,0.0019018402912340888,0.021731945219732752,0.08502553038544818,0.23554401032246217,0.11084007994428748,3.865168539325843,0.2896,0.1088,3.9790697674418603,0.0449438202247191,0.5393258426966292,0.12359550561797752,0.47191011235955055,0.056179775280898875,0.056179775280898875,0.38202247191011235,0.033707865168539325,0.5056179775280899,0.449438202247191,0.0449438202247191
Greystar,"Denver, CO",0.02702702702702703,307.2972972972973,8.046582823971452,4.972727272727273,0.7336975959789975,19.72972972972973,4018.6396396396394,4338529.45045045,0.002631189588950374,0.02330224561291478,0.09183988643575183,0.24171793337884104,0.09175170804283242,3.765765765765766,0.4305555555555556,0.1845238095238095,3.777981651376147,0.0,0.32432432432432434,0.21621621621621623,0.4954954954954955,0.036036036036036036,0.04504504504504504,0.42342342342342343,0.0,0.5495495495495496,0.3153153153153153,0.13513513513513514
