manager,manager_brand,market,unit_count,miles_from_city_center,number_stories,property_quality,building_age,total_pop,land_area,pop_density,unemployed_perc,hs_diploma_perc,bachelors_perc,masters_perc,star_rating,aided_recognition,unaided_recognition,rating,area_type_Rural,area_type_Suburban,area_type_Urban,style_Garden,style_Hi-Rise,style_Low-Rise,style_Mid-Rise,style_Townhome,building_class_A,building_class_B,building_class_C
MAA,1,"Austin, TX",304.0,5.771795983310435,3.0,0.6858320522155047,38.0,4488.0,3377510.0,0.0013287895520664,0.0131461675579322,0.1535204991087344,0.1671122994652406,0.0572638146167557,3.0,0.2424242424242424,0.0479797979797979,4.3,0,1,0,1,0,0,0,0,0,1,0
MAA,1,"Austin, TX",278.0,2.436824044988607,2.0,0.6035714337412192,48.0,3017.0,3274085.0,0.0009214788253817,0.0079549221080543,0.0172356645674511,0.4358634405038117,0.1332449453099105,3.0,0.2424242424242424,0.0479797979797979,4.0,0,1,0,1,0,0,0,0,0,0,1
MAA,1,"Austin, TX",148.0,4.9549514644478165,2.0,0.6601063390083471,33.0,6524.0,3519720.0,0.001853556532906,0.0200797057020232,0.0243715511955855,0.3373697118332311,0.1719803801348865,3.0,0.2424242424242424,0.0479797979797979,4.7,0,0,1,1,0,0,0,0,0,1,0
MAA,1,"Austin, TX",533.0,3.284598101519341,3.0,0.5289580594613054,29.0,5928.0,3690375.0,0.0016063408190224,0.018387314439946,0.071693657219973,0.2160931174089068,0.2348178137651821,3.0,0.2424242424242424,0.0479797979797979,3.9,0,0,0,1,0,0,0,0,0,1,0
MAA,1,"Austin, TX",232.0,7.780183277206505,3.0,0.6482104411831608,26.0,6006.0,2957527.0,0.0020307506913715,0.0304695304695304,0.1338661338661338,0.165001665001665,0.0942390942390942,3.0,0.2424242424242424,0.0479797979797979,4.3,0,0,0,1,0,0,0,0,0,1,0
MAA,1,"Austin, TX",210.0,5.386830267472534,3.0,0.7188548426879081,29.0,5515.0,6070399.0,0.0009085070025874,0.0939256572982774,0.0794197642792384,0.2660018132366273,0.1680870353581142,3.0,0.2424242424242424,0.0479797979797979,4.3,0,1,0,1,0,0,0,0,0,1,0
MAA,1,"Austin, TX",160.0,2.818950295675429,3.0,0.4966798709153471,27.0,3017.0,3274085.0,0.0009214788253817,0.0079549221080543,0.0172356645674511,0.4358634405038117,0.1332449453099105,3.0,0.2424242424242424,0.0479797979797979,4.2,0,0,0,1,0,0,0,0,0,1,0
MAA,1,"Austin, TX",336.0,7.49683198459127,2.0,0.5910802398310383,17.0,2152.0,2154317.0,0.0009989244851152,0.0,0.0469330855018587,0.2639405204460966,0.1477695167286245,4.0,0.2424242424242424,0.0479797979797979,4.0,0,0,0,1,0,0,0,0,1,0,0
MAA,1,"Austin, TX",422.0,9.193670914970248,2.0,0.6086358375019497,28.0,3591.0,2106051.0,0.0017050869138496,0.0540239487607908,0.1136173767752715,0.087719298245614,0.0086326928432191,3.0,0.2424242424242424,0.0479797979797979,4.4,0,0,1,1,0,0,0,0,0,1,0
MAA,1,"Austin, TX",329.0,3.4197729546846105,4.0,0.6840258699386055,16.0,4627.0,3049819.0,0.0015171392138353,0.0125351199481305,0.0274475902312513,0.2787983574670413,0.2195807218500108,3.0,0.2424242424242424,0.0479797979797979,4.0,0,0,1,0,0,0,1,0,0,1,0
MAA,1,"Austin, TX",479.0,8.140668323578042,3.0,0.8373488969918986,24.0,5298.0,4338414.0,0.0012211835938202,0.0088712721781804,0.0303888259720649,0.2140430351075877,0.1813892034730087,4.0,0.2424242424242424,0.0479797979797979,4.2,0,1,0,1,0,0,0,0,0,1,0
MAA,1,"Austin, TX",312.0,8.242594898366635,3.0,0.5703867517898582,22.0,8248.0,5907198.0,0.0013962626612481,0.016003879728419,0.0248545101842871,0.2114451988360814,0.1443986420950533,3.0,0.2424242424242424,0.0479797979797979,3.9,0,1,0,1,0,0,0,0,0,1,0
MAA,1,"Austin, TX",300.0,7.6565472651150115,2.0,0.70497378681017,16.0,7485.0,15475376.0,0.0004836716083667,0.0259185036740146,0.1474949899799599,0.2372745490981964,0.0607882431529726,4.0,0.2424242424242424,0.0479797979797979,3.8,0,0,0,1,0,0,0,0,0,1,0
MAA,1,"Austin, TX",272.0,7.420478466404615,3.0,0.6998438669287641,22.0,2152.0,2154317.0,0.0009989244851152,0.0,0.0469330855018587,0.2639405204460966,0.1477695167286245,4.0,0.2424242424242424,0.0479797979797979,4.0,0,1,0,1,0,0,0,0,1,0,0
MAA,1,"Austin, TX",336.0,4.091358228770337,3.0,0.604333682293688,17.0,2857.0,2907534.0,0.0009826196357463,0.0077003850192509,0.1746587329366468,0.2201610080504025,0.1323066153307665,3.0,0.2424242424242424,0.0479797979797979,3.6,0,1,0,1,0,0,0,0,0,1,0
MAA,1,"Austin, TX",362.0,8.653241074444649,3.0,0.672285740592854,16.0,7339.0,2523285.0,0.0029085101365878,0.0088567924785393,0.1971658264068674,0.1073715765090611,0.0141708679656628,4.0,0.2424242424242424,0.0479797979797979,3.7,0,0,0,1,0,0,0,0,1,0,0
MAA,1,"Austin, TX",494.0,9.68259886145746,2.0,0.5949368780309504,20.0,2622.0,6472731.0,0.0004050840363982,0.0232646834477498,0.093440122044241,0.2597254004576659,0.0938215102974828,3.0,0.2424242424242424,0.0479797979797979,4.3,0,1,0,1,0,0,0,0,0,1,0
MAA,1,"Austin, TX",296.0,7.279235622709249,3.0,0.8005762556758775,12.0,7485.0,15475376.0,0.0004836716083667,0.0259185036740146,0.1474949899799599,0.2372745490981964,0.0607882431529726,3.0,0.2424242424242424,0.0479797979797979,4.4,0,1,0,1,0,0,0,0,0,1,0
MAA,1,"Austin, TX",350.0,13.237589138122283,3.0,0.8243988622832312,3.0,3734.0,11219484.0,0.000332813879854,0.0425816818425281,0.0996250669523299,0.1906802356722013,0.079271558650241,4.0,0.2424242424242424,0.0479797979797979,4.8,0,0,0,1,0,0,0,0,1,0,0
GID,1,"Austin, TX",187.0,1.1533569826257344,31.0,0.7047062727088695,17.0,3157.0,838017.0,0.0037672266791723,0.0,0.0250237567310738,0.2752613240418118,0.2312321824516946,4.0,0.3106060606060606,,4.6,0,0,1,0,1,0,0,0,1,0,0
GID,1,"Austin, TX",305.0,0.1436959519743361,29.0,0.7507345575320454,18.0,2862.0,454898.0,0.0062915202968577,0.0,0.0188679245283018,0.543675751222921,0.2054507337526205,5.0,0.3106060606060606,,4.0,0,1,0,0,1,0,0,0,1,0,0
GID,1,"Austin, TX",257.0,1.0725766740041112,6.0,0.7031865995055594,12.0,3125.0,867121.0,0.0036038799660024,0.016,0.04832,0.27744,0.14368,5.0,0.3106060606060606,,4.2,0,0,1,0,0,0,1,0,1,0,0
GID,1,"Austin, TX",290.0,2.9030541081335928,3.0,0.7504448196632139,8.0,5928.0,3690375.0,0.0016063408190224,0.018387314439946,0.071693657219973,0.2160931174089068,0.2348178137651821,4.0,0.3106060606060606,,4.3,0,1,0,1,0,0,0,0,1,0,0
GID,1,"Austin, TX",300.0,6.691180600619709,3.0,0.7761116305677052,8.0,2486.0,6181361.0,0.0004021768021637,0.0353982300884955,0.0490748189863234,0.3218020917135961,0.1033789219629927,4.0,0.3106060606060606,,4.6,0,0,0,1,0,0,0,0,1,0,0
GID,1,"Austin, TX",352.0,0.96804007922625,4.0,0.818255752387327,7.0,5053.0,4812462.0,0.0010499823167434,0.0225608549376607,0.0387888383138729,0.3445477933900653,0.2313477142291708,4.0,0.3106060606060606,,4.0,0,0,1,0,0,0,1,0,1,0,0
GID,1,"Austin, TX",370.0,6.757718335657056,4.0,0.7160313236877314,7.0,2486.0,6181361.0,0.0004021768021637,0.0353982300884955,0.0490748189863234,0.3218020917135961,0.1033789219629927,4.0,0.3106060606060606,,4.2,0,1,0,0,0,0,1,0,1,0,0
GID,1,"Austin, TX",350.0,2.325002067562108,4.0,0.7908213465213777,36.0,3829.0,1687989.0,0.0022683797110052,0.0370854008879603,0.0637242099764951,0.257508487855837,0.1679289631757639,3.0,0.3106060606060606,,4.0,0,1,0,1,0,0,0,0,0,1,0
GID,1,"Austin, TX",309.0,4.823941068256478,4.0,0.724891832236251,5.0,8199.0,4031630.0,0.0020336687642467,0.0110989145017685,0.1125747042322234,0.2210025612879619,0.0902549091352604,4.0,0.3106060606060606,,4.5,0,1,0,0,0,0,1,0,0,1,0
AvalonBay,1,"Charlotte, NC",164.0,0.2800353285554527,4.0,0.8092590161240275,12.0,3829.0,2909641.0,0.0013159699083151,0.0109689213893967,0.1094280490989814,0.2196395925829198,0.0880125359101593,4.0,0.2435233160621761,,3.9,0,1,0,0,0,0,1,0,1,0,0
AvalonBay,1,"Charlotte, NC",265.0,0.34959360600819,6.0,0.8178157895421471,5.0,1722.0,618860.0,0.0027825356300294,0.0377468060394889,0.0737514518002322,0.2926829268292683,0.1248548199767712,4.0,0.2435233160621761,,4.3,0,1,0,0,0,0,1,0,1,0,0
AvalonBay,1,"Charlotte, NC",203.0,24.713459543274645,3.0,0.7585778398014245,8.0,6003.0,10932547.0,0.0005490943693175,0.0353156754955855,0.0911211061136098,0.2503748125937031,0.0674662668665667,4.0,0.2435233160621761,,4.6,0,1,0,1,0,0,0,0,1,0,0
AvalonBay,1,"Charlotte, NC",260.0,10.625122680397412,4.0,0.7911908846091161,3.0,4088.0,2876378.0,0.0014212318408776,0.0178571428571428,0.0562622309197651,0.2348336594911937,0.1284246575342466,4.0,0.2435233160621761,,4.4,0,1,0,0,0,0,1,0,1,0,0
Bell,0,"Charlotte, NC",694.0,6.023690110954864,3.0,0.7024450185774391,34.0,4242.0,757961.0,0.0055965940200089,0.0577557755775577,0.1258840169731258,0.1296558227251296,0.0292314945780292,4.0,0.1062176165803108,,4.3,0,0,0,1,0,0,0,0,0,1,0
Bell,0,"Charlotte, NC",312.0,14.577060747059818,3.0,0.6893086080054445,29.0,6341.0,5713436.0,0.0011098400332129,0.018135940703359,0.0419492193660306,0.2720391105503864,0.0993534142879671,4.0,0.1062176165803108,,4.2,0,1,0,1,0,0,0,0,0,1,0
Bell,0,"Charlotte, NC",212.0,9.94651828315146,3.0,0.674754343845123,27.0,4411.0,8365555.0,0.0005272812144561,0.0312854228066198,0.080027204715484,0.2394014962593516,0.0573566084788029,3.0,0.1062176165803108,,4.5,0,0,0,1,0,0,0,0,0,0,1
Bell,0,"Charlotte, NC",301.0,1.1215547673937327,4.0,0.7387687957502264,16.0,2691.0,1706755.0,0.0015766762071884,0.0694908955778521,0.0594574507617985,0.2586399108138238,0.1334076551467855,4.0,0.1062176165803108,,4.1,0,1,0,0,0,0,1,0,1,0,0
Bell,0,"Charlotte, NC",210.0,8.64056274023416,3.0,0.7343491464239074,20.0,4411.0,8365555.0,0.0005272812144561,0.0312854228066198,0.080027204715484,0.2394014962593516,0.0573566084788029,4.0,0.1062176165803108,,3.9,0,1,0,1,0,0,0,0,0,1,0
Bell,0,"Charlotte, NC",264.0,8.39385441756525,3.0,0.65316469283576,29.0,2559.0,2566943.0,0.0009969056578194,0.0648690894880812,0.0543180930050801,0.1477139507620164,0.1101992966002344,4.0,0.1062176165803108,,4.3,0,0,1,1,0,0,0,0,0,1,0
Bell,1,"Charlotte, NC",351.0,0.2403114956580579,22.0,0.8063408354918161,11.0,2314.0,495869.0,0.0046665550780548,0.0051858254105445,0.0436473638720829,0.4019014693171996,0.2277441659464131,4.0,0.1062176165803108,,4.3,0,0,1,0,1,0,0,0,1,0,0
Bell,0,"Charlotte, NC",281.0,0.5350412483288791,3.0,0.7804115107061941,12.0,1722.0,618860.0,0.0027825356300294,0.0377468060394889,0.0737514518002322,0.2926829268292683,0.1248548199767712,4.0,0.1062176165803108,,4.6,0,1,0,1,0,0,0,0,0,1,0
Bell,0,"Charlotte, NC",259.0,8.04619879726079,3.0,0.7179166872109939,12.0,4315.0,3958890.0,0.0010899519814897,0.0375434530706836,0.1135573580533024,0.2331402085747392,0.129316338354577,4.0,0.1062176165803108,,4.1,0,1,0,1,0,0,0,0,0,1,0
Bell,0,"Charlotte, NC",227.0,24.6658388494427,3.0,0.6077595362964185,14.0,2720.0,5084458.0,0.0005349636087071,0.0261029411764705,0.163235294117647,0.1330882352941176,0.0768382352941176,4.0,0.1062176165803108,,4.1,0,1,0,1,0,0,0,0,1,0,0
Bell,0,"Charlotte, NC",300.0,20.542914615286826,4.0,0.623431060323775,12.0,4863.0,21429360.0,0.0002269316489153,0.0074028377544725,0.1190623072177668,0.1898005346493933,0.1052848036191651,4.0,0.1062176165803108,,,0,1,0,0,0,0,1,0,0,1,0
Bell,1,"Charlotte, NC",260.0,25.593692065283072,3.0,0.7830986215381747,11.0,4507.0,17854979.0,0.0002524225875594,0.0357222098957177,0.1289105835367206,0.2030175282893277,0.0761038384734856,4.0,0.1062176165803108,,3.9,0,1,0,1,0,0,0,0,0,1,0
Bell,1,"Charlotte, NC",266.0,8.305396073677738,3.0,0.7308830185933007,7.0,3791.0,10680462.0,0.0003549471923592,0.0366657873911896,0.1052492745977314,0.2424162490108151,0.0854655763650751,4.0,0.1062176165803108,,4.1,0,1,0,1,0,0,0,0,1,0,0
Bell,0,"Charlotte, NC",337.0,3.0421884354363797,5.0,0.785488577072437,6.0,3165.0,1928455.0,0.0016412101915782,0.0,0.0183254344391785,0.3627172195892575,0.0578199052132701,5.0,0.1062176165803108,,4.3,0,1,0,0,0,0,1,0,1,0,0
Bell,0,"Charlotte, NC",240.0,11.397444492151436,3.0,0.78587043940123,5.0,3213.0,5258508.0,0.0006110098149513,0.0824774354186118,0.0995953937130407,0.1780267662620603,0.039526921879863,4.0,0.1062176165803108,,4.5,0,0,0,0,0,1,0,0,0,1,0
Bell,0,"Charlotte, NC",230.0,7.130300413638087,3.0,0.7653653893359872,6.0,2773.0,2370137.0,0.0011699745626518,0.0461593941579516,0.1283808150018031,0.3000360620266859,0.0584204832311575,4.0,0.1062176165803108,,4.5,0,1,0,1,0,0,0,0,1,0,0
Bell,0,"Charlotte, NC",276.0,25.68392570740674,3.0,0.8138756376951839,4.0,4507.0,17854979.0,0.0002524225875594,0.0357222098957177,0.1289105835367206,0.2030175282893277,0.0761038384734856,4.0,0.1062176165803108,,4.8,0,1,0,0,0,1,0,0,1,0,0
Bell,1,"Charlotte, NC",192.0,26.19603326688592,3.0,0.8142300437663754,5.0,4351.0,14028491.0,0.000310154527668,0.0206849000229832,0.0852677545391863,0.2185704435761893,0.0930820501034245,4.0,0.1062176165803108,,4.5,0,1,0,1,0,0,0,0,1,0,0
Bell,0,"Charlotte, NC",253.0,0.4414153689205468,6.0,0.84311812966847,0.0,1722.0,618860.0,0.0027825356300294,0.0377468060394889,0.0737514518002322,0.2926829268292683,0.1248548199767712,4.0,0.1062176165803108,,4.8,0,0,0,0,0,0,1,0,1,0,0
Camden,1,"Charlotte, NC",145.0,1.0823837238037397,4.0,0.771370551370354,20.0,2681.0,1739010.0,0.0015416817614619,0.0059679224170085,0.0100708690787019,0.412532637075718,0.1879895561357702,4.0,0.38860103626943,0.044041450777202,4.4,0,1,0,0,0,0,1,0,0,1,0
Camden,1,"Charlotte, NC",400.0,10.837986978602768,4.0,0.7126967711998401,28.0,4403.0,2635957.0,0.0016703610870738,0.0124914830797183,0.0704065409947762,0.2309788780377015,0.1128775834658187,3.0,0.38860103626943,0.044041450777202,3.7,0,1,0,1,0,0,0,0,0,1,0
Camden,1,"Charlotte, NC",135.0,5.419540479699172,3.0,0.7965222853350664,74.0,3330.0,3817833.0,0.0008722225409021,0.0057057057057057,0.0531531531531531,0.3009009009009009,0.1462462462462462,3.0,0.38860103626943,0.044041450777202,4.1,0,0,1,1,0,0,0,0,0,1,0
Camden,1,"Charlotte, NC",256.0,5.305466903527683,3.0,0.6769001394408147,46.0,3555.0,2464633.0,0.0014424054210099,0.0022503516174402,0.0233473980309423,0.2163150492264416,0.1091420534458509,3.0,0.38860103626943,0.044041450777202,4.1,0,0,1,1,0,0,0,0,0,1,0
Camden,1,"Charlotte, NC",368.0,15.061793970246455,3.0,0.7925750165332227,26.0,4847.0,4380608.0,0.0011064674127427,0.0169176810398184,0.0691149164431607,0.2890447699608005,0.1054260367237466,3.0,0.38860103626943,0.044041450777202,4.2,0,1,0,1,0,0,0,0,0,1,0
Camden,1,"Charlotte, NC",299.0,0.1713859748416004,4.0,0.8148410194175444,23.0,2173.0,1027138.0,0.0021155871947099,0.0,0.0115048320294523,0.3354809019788311,0.1334560515416475,4.0,0.38860103626943,0.044041450777202,4.0,0,1,0,0,0,0,1,0,0,1,0
Camden,1,"Charlotte, NC",306.0,11.2965719343309,3.0,0.7195781364540484,24.0,2866.0,1621419.0,0.0017675875267281,0.0125610607117934,0.0781577110956036,0.2958827634333566,0.1584089323098395,3.0,0.38860103626943,0.044041450777202,4.4,0,0,0,1,0,0,0,0,0,1,0
Camden,1,"Charlotte, NC",132.0,9.156540818914332,3.0,0.6321632097637843,39.0,2522.0,1559397.0,0.0016172918121555,0.0511498810467882,0.3041237113402061,0.2688342585249801,0.1213322759714512,3.0,0.38860103626943,0.044041450777202,4.4,0,0,0,1,0,0,0,0,0,1,0
Camden,1,"Charlotte, NC",180.0,0.2761914554622739,10.0,0.7587810197229443,24.0,2137.0,179471.0,0.0119072162076324,0.0168460458586803,0.0079550772110435,0.2868507253158633,0.1169864295741694,4.0,0.38860103626943,0.044041450777202,4.3,0,0,1,0,0,0,1,0,0,1,0
Camden,1,"Charlotte, NC",258.0,0.0532297449975041,4.0,0.7848497849464449,25.0,1103.0,652831.0,0.0016895643742408,0.0190389845874886,0.0453309156844968,0.443336355394379,0.0154125113327289,4.0,0.38860103626943,0.044041450777202,4.2,0,0,1,0,0,0,1,0,0,1,0
Camden,1,"Charlotte, NC",323.0,0.2328310712921231,6.0,0.8131842402917033,9.0,3829.0,2909641.0,0.0013159699083151,0.0109689213893967,0.1094280490989814,0.2196395925829198,0.0880125359101593,4.0,0.38860103626943,0.044041450777202,4.4,0,0,0,0,0,0,1,0,1,0,0
Camden,1,"Charlotte, NC",266.0,0.353868921773256,5.0,0.8116583911358117,10.0,1654.0,709650.0,0.0023307264144296,0.0,0.022974607013301,0.4165659008464329,0.2503022974607013,4.0,0.38860103626943,0.044041450777202,4.5,0,0,0,0,0,0,1,0,1,0,0
Camden,1,"Charlotte, NC",387.0,2.2971206473221906,2.0,0.8606637061716021,3.0,1059.0,1270272.0,0.0008336797158403,0.0028328611898017,0.1567516525023607,0.267233238904627,0.141643059490085,4.0,0.38860103626943,0.044041450777202,4.5,0,0,1,0,0,0,1,0,1,0,0
Cortland,1,"Charlotte, NC",178.0,4.4563007265324135,3.0,,39.0,3890.0,4019907.0,0.0009676840782635,0.0380462724935732,0.0426735218508997,0.3334190231362468,0.1555269922879177,4.0,0.2564766839378238,0.038860103626943,4.6,0,1,0,1,0,0,0,0,0,1,0
Cortland,1,"Charlotte, NC",300.0,9.509273193993064,3.0,0.7194980005243866,36.0,3416.0,3185001.0,0.0010725271357842,0.0040983606557377,0.0131733021077283,0.359192037470726,0.0875292740046838,4.0,0.2564766839378238,0.038860103626943,4.1,0,0,1,1,0,0,0,0,0,1,0
Cortland,1,"Charlotte, NC",372.0,7.358045738565739,3.0,0.7510582353108928,17.0,6287.0,11716125.0,0.0005366108675009,0.0232225226658183,0.0578972482901224,0.1633529505328455,0.1491967552091617,4.0,0.2564766839378238,0.038860103626943,4.1,0,0,1,1,0,0,0,0,0,1,0
Cortland,1,"Charlotte, NC",368.0,9.119022180046391,2.0,0.7637513327023764,25.0,5370.0,2958464.0,0.0018151310950547,0.0184357541899441,0.0573556797020484,0.2184357541899441,0.0472998137802607,4.0,0.2564766839378238,0.038860103626943,4.3,0,0,0,1,0,0,0,0,0,1,0
Cortland,1,"Charlotte, NC",331.0,0.2707608026839214,4.0,0.6851384137522106,16.0,1722.0,618860.0,0.0027825356300294,0.0377468060394889,0.0737514518002322,0.2926829268292683,0.1248548199767712,4.0,0.2564766839378238,0.038860103626943,4.6,0,1,0,0,0,0,1,0,0,1,0
Cortland,1,"Charlotte, NC",310.0,8.755273864704925,3.0,0.7984269080843244,9.0,2134.0,3629293.0,0.0005879933088896,0.0,0.0271790065604498,0.1696344892221181,0.1443298969072164,4.0,0.2564766839378238,0.038860103626943,4.5,0,0,0,0,0,0,1,0,0,1,0
Cortland,1,"Charlotte, NC",271.0,6.6694516705627,3.0,0.7822228394974385,8.0,6990.0,7313098.0,0.0009558192711214,0.0294706723891273,0.1510729613733905,0.1779685264663805,0.048068669527897,4.0,0.2564766839378238,0.038860103626943,4.3,0,0,1,0,0,0,0,1,1,0,0
Cortland,1,"Charlotte, NC",309.0,1.6550018737406171,3.0,0.7276899920375647,6.0,1059.0,1270272.0,0.0008336797158403,0.0028328611898017,0.1567516525023607,0.267233238904627,0.141643059490085,4.0,0.2564766839378238,0.038860103626943,4.7,0,1,0,0,0,1,0,0,1,0,0
Cortland,1,"Charlotte, NC",266.0,7.088721620069983,3.0,0.6874643086271448,8.0,3494.0,2038808.0,0.0017137464636199,0.0,0.0455065827132226,0.2813394390383514,0.160847166571265,4.0,0.2564766839378238,0.038860103626943,4.3,0,0,1,0,0,0,1,0,1,0,0
Cortland,1,"Charlotte, NC",270.0,8.670779693672385,3.0,0.7984269080843244,2.0,2134.0,3629293.0,0.0005879933088896,0.0,0.0271790065604498,0.1696344892221181,0.1443298969072164,3.0,0.2564766839378238,0.038860103626943,4.5,0,1,0,1,0,0,0,0,0,1,0
Greystar,0,"Charlotte, NC",384.0,9.723570163867612,3.0,0.7375860161033686,21.0,3940.0,2220845.0,0.0017740994981639,0.032233502538071,0.0741116751269035,0.2104060913705583,0.0347715736040609,4.0,0.3290155440414508,0.155440414507772,3.6,0,0,1,1,0,0,0,0,1,0,0
Greystar,0,"Charlotte, NC",150.0,4.351255546570409,6.0,0.8291542558279248,18.0,1820.0,2065159.0,0.0008812880751554,0.0131868131868131,0.0159340659340659,0.3659340659340659,0.1263736263736263,4.0,0.3290155440414508,0.155440414507772,4.4,0,0,0,0,0,0,1,0,0,1,0
Greystar,1,"Charlotte, NC",348.0,8.01913266857561,3.0,0.7067664120346309,27.0,3515.0,5624619.0,0.0006249312175633,0.0344238975817923,0.0554765291607396,0.1928876244665718,0.0995732574679943,4.0,0.3290155440414508,0.155440414507772,3.7,0,1,0,1,0,0,0,0,1,0,0
Greystar,0,"Charlotte, NC",278.0,10.808063521509228,3.0,0.7432854214252637,26.0,2653.0,2579853.0,0.0010283531658586,0.0,0.0064078401809272,0.3309460987561251,0.25631360723709,4.0,0.3290155440414508,0.155440414507772,4.0,0,1,0,1,0,0,0,0,0,1,0
Greystar,1,"Charlotte, NC",268.0,25.76396291747561,3.0,0.7272741335456887,25.0,4507.0,17854979.0,0.0002524225875594,0.0357222098957177,0.1289105835367206,0.2030175282893277,0.0761038384734856,4.0,0.3290155440414508,0.155440414507772,3.7,0,1,0,1,0,0,0,0,1,0,0
Greystar,1,"Charlotte, NC",420.0,8.147680671985174,3.0,0.7589931277479374,36.0,3543.0,2962758.0,0.0011958452225932,0.0186282811176968,0.1284222410386677,0.2235393734123624,0.0389500423370025,4.0,0.3290155440414508,0.155440414507772,3.8,0,1,0,1,0,0,0,0,0,1,0
Greystar,0,"Charlotte, NC",277.0,8.830909977783381,2.0,0.7283958028575986,36.0,4867.0,3007765.0,0.0016181450346021,0.024039449352784,0.0466406410519827,0.2313540168481611,0.1695089377439901,3.0,0.3290155440414508,0.155440414507772,3.6,0,1,0,1,0,0,0,0,0,0,1
Greystar,0,"Charlotte, NC",180.0,7.588892075039229,3.0,0.3889892010367882,29.0,2862.0,9007881.0,0.0003177217816265,0.027603074772886,0.1642208245981831,0.250524109014675,0.0950384346610761,3.0,0.3290155440414508,0.155440414507772,3.8,0,0,0,1,0,0,0,0,0,1,0
Greystar,0,"Charlotte, NC",241.0,2.8891822151778874,5.0,0.7588947190983,9.0,3423.0,2111896.0,0.0016208184493933,0.0835524393806602,0.0885188431200701,0.2401402278702892,0.1595092024539877,4.0,0.3290155440414508,0.155440414507772,4.6,0,0,0,0,0,1,0,0,1,0,0
Greystar,0,"Charlotte, NC",267.0,1.7986042330729903,5.0,0.761959383234813,17.0,2062.0,1532628.0,0.0013454014933826,0.0184287099903006,0.0489815712900097,0.3433559650824442,0.1571290009699321,4.0,0.3290155440414508,0.155440414507772,4.2,0,1,0,0,0,0,1,0,0,1,0
Greystar,0,"Charlotte, NC",269.0,0.2784745970183728,5.0,0.7539692543621382,15.0,2173.0,1027138.0,0.0021155871947099,0.0,0.0115048320294523,0.3354809019788311,0.1334560515416475,3.0,0.3290155440414508,0.155440414507772,4.4,0,1,0,0,0,0,1,0,0,1,0
Greystar,0,"Charlotte, NC",310.0,0.0627277671148857,11.0,0.7917341614211048,17.0,1722.0,618860.0,0.0027825356300294,0.0377468060394889,0.0737514518002322,0.2926829268292683,0.1248548199767712,4.0,0.3290155440414508,0.155440414507772,4.6,0,1,0,0,0,0,1,0,1,0,0
Greystar,0,"Charlotte, NC",456.0,10.629690389024056,3.0,0.7244959341347721,18.0,5995.0,4139917.0,0.0014480966647398,0.0176814011676397,0.0698915763135946,0.174812343619683,0.0545454545454545,3.0,0.3290155440414508,0.155440414507772,3.7,0,1,0,1,0,0,0,0,0,1,0
Greystar,0,"Charlotte, NC",356.0,6.82707626926034,3.0,0.6923378452207102,20.0,6287.0,11716125.0,0.0005366108675009,0.0232225226658183,0.0578972482901224,0.1633529505328455,0.1491967552091617,4.0,0.3290155440414508,0.155440414507772,3.5,0,0,0,1,0,0,0,0,0,1,0
Greystar,0,"Charlotte, NC",298.0,6.0778905344310274,3.0,0.7660115724324743,12.0,7703.0,2909356.0,0.0026476649815285,0.0290795793846553,0.2543165000649098,0.1405945735427755,0.0351810982733999,4.0,0.3290155440414508,0.155440414507772,3.9,0,0,1,1,0,0,0,0,1,0,0
Greystar,0,"Charlotte, NC",672.0,0.7304693742990723,24.0,0.7740820908678099,10.0,1156.0,611898.0,0.0018892037561815,0.0,0.0527681660899653,0.4143598615916955,0.1790657439446366,5.0,0.3290155440414508,0.155440414507772,3.5,0,0,1,0,1,0,0,0,1,0,0
Greystar,0,"Charlotte, NC",230.0,0.6252112775726617,6.0,0.8418629896643917,9.0,649.0,612716.0,0.0010592183001586,0.0200308166409861,0.049306625577812,0.3528505392912172,0.0693374422187981,4.0,0.3290155440414508,0.155440414507772,4.2,0,1,0,0,0,0,1,0,0,1,0
Greystar,1,"Charlotte, NC",312.0,22.947946272539426,3.0,0.7989719659090042,18.0,4159.0,7375184.0,0.0005639181341102,0.0242846838182255,0.0954556383746092,0.2053378215917287,0.0627554700649194,4.0,0.3290155440414508,0.155440414507772,4.2,0,1,0,1,0,0,0,0,0,1,0
Greystar,0,"Charlotte, NC",174.0,3.2443656343437115,3.0,0.7878500556980647,21.0,2571.0,2122048.0,0.0012115654311306,0.0,0.0264488525865422,0.2812135355892649,0.1408012446518864,4.0,0.3290155440414508,0.155440414507772,4.2,0,0,0,1,0,0,0,0,0,1,0
Greystar,0,"Charlotte, NC",182.0,2.578305666085095,4.0,0.6734010143375831,11.0,1059.0,1270272.0,0.0008336797158403,0.0028328611898017,0.1567516525023607,0.267233238904627,0.141643059490085,5.0,0.3290155440414508,0.155440414507772,4.5,0,0,1,0,0,0,1,0,1,0,0
Greystar,0,"Charlotte, NC",239.0,4.735294341124196,4.0,0.7511880671276767,11.0,3804.0,4251973.0,0.0008946434984417,0.0068349106203995,0.0404837013669821,0.3909043112513144,0.1393270241850683,5.0,0.3290155440414508,0.155440414507772,4.4,0,0,0,0,0,0,1,0,1,0,0
